PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
BLACK MATTE 4X24 BULL NOSE,NBLA4X24BNM,4x24,MATTE,0.35 INCH,0.67,15,10,EACH,5.26,5.26,,NBLA4X24BNM,www.msisurfaces.com/porcelain-domino/black/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,BLACK MATTE 4X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,28-Jun-17
BLACK POLISHED 4X24 BULL NOSE,NBLA4X24BNP,4x24,POLISHED,0.35 INCH,0.67,15,10,EACH,5.26,5.26,,NBLA4X24BNP,www.msisurfaces.com/porcelain-domino/black/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,BLACK POLISHED 4X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,28-Jun-17
GRAY BEVELED,SMOT-PT-GRAY-2X4B,2x4,GLOSSY,0.24 INCH,0.89,15,13.35,EACH,5.44,5.44,,SMOT-PT-GRAY-2X4B,www.msisurfaces.com/ceramic-mosaics/gray-subway-tile-2x4-beveled/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Gray 2x4x6mm Beveled,MSI,Q1-2019 Price List,NEW,7-Sep-17
GRAY GLOSSY 3X6,NGRAGLO3X6,3X6,GLOSSY,0.25 INCH,0.13,136,17,SQFT,1.99,0.25,,NGRAGLO3X6,www.msisurfaces.com/ceramic-mosaics/gray-glossy-subway-tile-3x6/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 3X6,MSI,Q1-2019 Price List,NEW,23-Aug-16
GRAY GLOSSY 3X6 BEVELED,NGRAGLO3X6BEV,3X6,GLOSSY,0.25 INCH,0.13,116,14.5,SQFT,2.17,0.27,,NGRAGLO3X6BEV,www.msisurfaces.com/ceramic-mosaics/gray-glossy-subway-tile-3x6-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 3X6 BEVELED,MSI,Q1-2019 Price List,NEW,23-Aug-16
GRAY GLOSSY 3X6 BULL NOSE,NGRAGLO3X6BN,3X6,GLOSSY,0.25 INCH,N/A,136,N/A,EACH,1.13,1.13,,NGRAGLO3X6BN,www.msisurfaces.com/ceramic-mosaics/gray-glossy-3x6-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 3X6 SINGLE BULL NOSE,MSI,Q1-2019 Price List,NEW,23-Aug-16
GRAY GLOSSY 3X6 INVERTED BEVELED,NGRAGLO3X6INVBEV,3X6,GLOSSY,0.25 INCH,0.13,120,15,SQFT,2.17,0.27,,NGRAGLO3X6INVBEV,www.msisurfaces.com/domino/gray-glossy-3x6-inverted-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 3X6 INVERTED BEVELED,MSI,Q1-2019 Price List,NEW,27-Apr-17
GRAY GLOSSY 4X16,NGRAGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.88,0.84,,NGRAGLO4X16,www.msisurfaces.com/ceramic-mosaics/gray-glossy-subway-tile-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 4X16,MSI,Q1-2019 Price List,NEW,23-Aug-16
GRAY GLOSSY 4X16 BULL NOSE,NGRAGLO4X16BN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2.68,2.68,,NGRAGLO4X16BN,www.msisurfaces.com/ceramic-mosaics/gray-glossy-4x16-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY 4X16 SINGLE BULL NOSE,MSI,Q1-2019 Price List,NEW,23-Aug-16
GRAY GLOSSY ARABESQUE,NGRAARAG,MISC.,GLOSSY,0.39 INCH,0.77,20,15.46,EACH,4.73,4.73,,NGRAARAG,www.msisurfaces.com/domino/gray-glossy-arabesque-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY ARABESQUE MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
GRAY GLOSSY CHAIR RAIL 2X6 MOLDING,NGRAGLOCHARAI2X6,2x6,GLOSSY,0.35 INCH,N/A,45,N/A,EACH,4.47,4.47,,NGRAGLOCHARAI2X6,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY CHAIR RAIL MOLDING 2X6,MSI,Q1-2019 Price List,NEW,27-Feb-18
GRAY GLOSSY FISH SCALE,NGRAFISG,MISC.,GLOSSY,0.39 INCH,0.76,17,12.94,EACH,4.73,4.73,,NGRAFISG,www.msisurfaces.com/domino/gray-glossy-fish-scale-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY FISH SCALE MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
GRAY GLOSSY HERRINGBONE,NGRAHBG,MISC.,GLOSSY,0.39 INCH,0.85,20,16.9,EACH,4.73,4.73,,NGRAHBG,www.msisurfaces.com/domino/gray-glossy-herringbone-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY HERRINGBONE MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
GRAY GLOSSY PENCIL 1/2X12 MOLDING,NGRAGLO-PENCIL,MISC.,GLOSSY,0.25 INCH,N/A,100,N/A,EACH,2.17,2.17,,NGRAGLO-PENCIL,www.msisurfaces.com/ceramic-mosaics/gray-glossy-pencil-molding/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY PENCIL MOLDING,MSI,Q1-2019 Price List,NEW,27-Oct-17
GRAY GLOSSY PENNY ROUND,NGRAPENROU,MISC.,GLOSSY,0.39 INCH,1,20,19.93,EACH,4.73,4.73,,NGRAPENROU,www.msisurfaces.com/domino/gray-glossy-penny-round-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY PENNY ROUND MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
PENNY ROUND BIANCO MATTE,SMOT-PT-PENRD-BIAM,MISC.,MATTE,0.24 INCH,0.96,15,14.4,EACH,4.43,4.43,,SMOT-PT-PENRD-BIAM,www.msisurfaces.com/domino/penny-round-bianco-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Penny Round Bianco 6mm Matte,MSI,Q1-2019 Price List,NEW,9-May-18
PENNY ROUND NERO MATTE,SMOT-PT-PENRD-NEROM,MISC.,MATTE,0.24 INCH,0.96,15,14.4,EACH,4.49,4.49,,SMOT-PT-PENRD-NEROM,www.msisurfaces.com/domino/penny-round-nero-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Penny Round Nero 6mm Matte,MSI,Q1-2019 Price List,NEW,9-May-18
RETRO ARABESQUE BIANCO MATTE,SMOT-PT-RETBIA-ARABESQUEM,MISC.,MATTE,0.24 INCH,0.73,15,10.95,EACH,3.83,3.83,,SMOT-PT-RETBIA-ARABESQUEM,www.msisurfaces.com/glass-mosaics/retro-bianco-arabesque-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Retro Bianco Arabesque 6mm Matte,MSI,Q1-2019 Price List,NEW,9-May-18
RETRO BRICK BIANCO,SMOT-PT-RETBIA-2X6,2X6,MATTE,0.24 INCH,0.91,15,13.65,EACH,3.03,3.03,,SMOT-PT-RETBIA-2X6,www.msisurfaces.com/domino/retro-brick-bianco-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Retro Brick Bianco 6mm Matte,MSI,Q1-2019 Price List,NEW,21-Mar-18
RETRO HEXO GRAY,SMOT-PT-RETGRA-2HEX,MISC.,MATTE,0.24 INCH,0.96,15,14.4,EACH,3.79,3.79,,SMOT-PT-RETGRA-2HEX,www.msisurfaces.com/domino/retro-hexo-gray-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Retro Hexo Gray 6mm Matte,MSI,Q1-2019 Price List,NEW,21-Mar-18
RETRO NERO HEXAGON,SMOT-PT-RETNERO-1HEXG,MISC.,GLOSSY,0.24 INCH,0.86,15,12.9,EACH,3.52,3.52,,SMOT-PT-RETNERO-1HEXG,www.msisurfaces.com/domino/retro-nero-1-hexagon-6mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,"Retro Nero 1"" Hexagon 6mm Glossy",MSI,Q1-2019 Price List,NEW,9-May-18
RETRO NERO SCALLOP,SMOT-PT-RENERO-SCALOP8MMG,MISC.,GLOSSY,0.31 INCH,0.91,10,9.1,EACH,5.11,5.11,,SMOT-PT-RENERO-SCALOP8MMG,www.msisurfaces.com/natural-stone-mosaics/retro-nero-scallop-8mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Retro Nero Scallop 8mm Glossy,MSI,Q1-2019 Price List,NEW,25-May-18
RETRO PICKET BIANCO,SMOT-PT-RETBIA-PKT,MISC.,GLOSSY,0.31 INCH,1.05,10,10.5,EACH,6.22,6.22,,SMOT-PT-RETBIA-PKT,www.msisurfaces.com/crystallized-glass-blend-8mm/retro-picket-bianco-8mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,Retro Picket Bianco 8mm Glossy,MSI,Q1-2019 Price List,NEW,21-Mar-18
WHITE 2X2 HEXAGON,NWHIHEX2X2,2x2,MATTE,0.25 INCH,0.98,20,19.67,EACH,3.82,3.82,,NWHIHEX2X2,www.msisurfaces.com/domino/white-matte-2x2-hexagon-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE MATTE 2X2 HEXAGON MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE 2X2 MATTE,NWHI2X2,2x2,MATTE,0.38 INCH,1,8,8,EACH,5.06,5.06,,NWHI2X2,www.msisurfaces.com/domino/white-2x2-matte/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 MATTE MOSAIC,MSI,New Item,NEW,15-Aug-18
WHITE 2X2 POLISHED,NWHI2X2P,2x2,POLISHED,0.38 INCH,1,8,8,EACH,5.06,5.06,,NWHI2X2P,www.msisurfaces.com/domino/white-2x2-polished/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 POLISHED MOSAIC,MSI,New Item,NEW,15-Aug-18
WHITE 4X12 BEVELED,NWHIMAT4X12BEV,4x12,MATTE,0.39 INCH,0.33,38,12.65,SQFT,2.47,0.82,,NWHIMAT4X12BEV,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE MATTE 4X12 BEVELED,MSI,Q1-2019 Price List,NEW,9-Mar-17
WHITE 4X24 BULL NOSE MATTTE,NWHI4X24BNM,4x24,MATTE,0.35 INCH,0.67,15,10,EACH,5.11,5.11,,NWHI4X24BNM,www.msisurfaces.com/porcelain-domino/white/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE MATTE 4X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,28-Jun-17
WHITE 4X24 BULL NOSE POLISHED,NWHI4X24BNP,4x24,POLISHED,0.35 INCH,0.67,15,10,EACH,5.11,5.11,,NWHI4X24BNP,www.msisurfaces.com/porcelain-domino/white/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE POLISHED 4X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,28-Jun-17
WHITE AND BLACK BASKET WEAVE,NWHIBASWEA,N/A,MATTE,0.25 INCH,N/A,20,N/A,EACH,5.06,5.06,,NWHIBASWEA,www.msisurfaces.com/domino/white-and-black-matte-basket-weave-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACKMATTE BASKET WEAVE MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE AND BLACK GLOSSY PENNY ROUND,NWHIBLAPENROU,N/A,GLOSSY,0.25 INCH,1,20,19.93,EACH,5.06,5.06,,NWHIBLAPENROU,www.msisurfaces.com/domino/white-and-black-glossy-penny-round/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACK GLOSSY PENNY ROUND MOSAI,MSI,Q1-2019 Price List,NEW,1-Jun-16
WHITE AND BLACK OCTAGON,NWHIBLAOCT,N/A,MATTE,0.25 INCH,0.94,20,18.73,EACH,4.67,4.67,,NWHIBLAOCT,www.msisurfaces.com/domino/white-and-black-matte-octagon/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACK MATTE OCTAGON MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE CORNER SHELF,NWHICORSHE7,MISC.,GLOSSY,N/A,N/A,1,N/A,EACH,7.68,7.68,,NWHICORSHE7,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,"WHITE CORNER SHELF 7 1/4""X 7 1/4""",MSI,Q1-2019 Price List,NEW,29-Dec-16
WHITE GLOSSY 2X2 HEXAGON,NWHIHEX2X2G,2x2,GLOSSY,0.25 INCH,0.98,20,19.67,EACH,3.82,3.82,,NWHIHEX2X2G,www.msisurfaces.com/domino/white-glossy-2x2-hexagon-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X2 HEXAGON MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE GLOSSY 2X4 STAGGERED,NWHI2X4G,2x4,GLOSSY,0.25 INCH,0.93,18,16.68,EACH,3.28,3.28,,NWHI2X4G,www.msisurfaces.com/domino/white-glossy-subway-tile-2x4/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X4 STAGGERED MOSAIC,MSI,Q1-2019 Price List,NEW,14-Jun-16
WHITE GLOSSY 2X4 STAGGERED BEVELED,NWHIBEV2X4G,2x4,GLOSSY,0.25 INCH,0.93,18,16.68,EACH,3.95,3.95,,NWHIBEV2X4G,www.msisurfaces.com/domino/white-glossy-subway-tile-2x4-beveled/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X4 STAGGERED BEVELED MOSAI,MSI,Q1-2019 Price List,NEW,14-Jun-16
WHITE GLOSSY 2X8,NWHIGLO2X8,2X8,GLOSSY,N/A,0.11,100,11,SQFT,2.15,0.24,,NWHIGLO2X8,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X8,MSI,New Item,NEW,5-Mar-19
WHITE GLOSSY 2X8 BULLNOSE,NWHIGLO2X8BN,2X8,GLOSSY,N/A,0.11,100,11,EACH,0.96,0.96,,NWHIGLO2X8BN,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X8 BULLNOSE,MSI,New Item,NEW,5-Mar-19
WHITE GLOSSY 3X6,NWHIGLO3X6,3X6,GLOSSY,0.25 INCH,0.13,136,17,SQFT,1.81,0.23,,NWHIGLO3X6,www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6,MSI,Q1-2019 Price List,NEW,31-Dec-12
WHITE GLOSSY 3X6 BEVELED,NWHIGLO3X6BEV,3X6,GLOSSY,0.25 INCH,0.13,116,14.5,SQFT,1.99,0.25,,NWHIGLO3X6BEV,www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 BEVELED,MSI,Q1-2019 Price List,NEW,18-Dec-12
WHITE GLOSSY 3X6 BULL NOSE,NWHIGLO3X6BN,3X6,GLOSSY,0.25 INCH,N/A,136,N/A,EACH,0.89,0.89,,NWHIGLO3X6BN,www.msisurfaces.com/ceramic-mosaics/white-glossy-3x6-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 SINGLE BULL NOSE,MSI,Q1-2019 Price List,NEW,31-Dec-12
WHITE GLOSSY 3X6 INVERTED BEVELED,NWHIGLO3X6INVBEV,3X6,GLOSSY,0.25 INCH,0.13,120,15,SQFT,1.99,0.25,,NWHIGLO3X6INVBEV,www.msisurfaces.com/domino/white-glossy-3x6-inverted-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 INVERTED BEVELED,MSI,Q1-2019 Price List,NEW,27-Apr-17
WHITE GLOSSY 4X12,NWHIGLO4X12,4x12,GLOSSY,0.25 INCH,0.33,40,13.32,EACH,0.62,0.62,,NWHIGLO4X12,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,White glossy 4x12,MSI,Q1-2019 Price List,NEW,4-Oct-16
WHITE GLOSSY 4X12 BULL NOSE,NWHIGLO4X12BN,4x12,POLISHED,0.25 INCH,0.33,40,13.33,EACH,2.37,2.37,,NWHIGLO4X12BN,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X12 BULL NOSE,MSI,New Item,NEW,7-Nov-17
WHITE GLOSSY 4X16,NWHIGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11,SQFT,1.85,0.81,,NWHIGLO4X16,www.msisurfaces.com/ceramic-mosaics/white-subway-tile-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16,MSI,Q1-2019 Price List,NEW,20-Sep-12
WHITE GLOSSY 4X16 BULL NOSE,NWHIGLO4X16BN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2.49,2.49,,NWHIGLO4X16BN,www.msisurfaces.com/ceramic-mosaics/white-glossy-4x16-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16 SINGLE BULL NOSE,MSI,Q1-2019 Price List,NEW,31-Dec-12
WHITE GLOSSY ARABESQUE,NWHIARAG,N/A,GLOSSY,0.25 INCH,0.77,20,15.46,EACH,4.88,4.88,,NWHIARAG,www.msisurfaces.com/domino/white-glossy-arabesque/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY ARABESQUE MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE GLOSSY CHAIR RAIL 2X6 MOLDING,NWHIGLOCHARAI2X6,2x6,MATTE,0.25 INCH,N/A,45,N/A,EACH,4.47,4.47,,NWHIGLOCHARAI2X6,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY CHAIR RAIL MOLDING 2X6,MSI,Q1-2019 Price List,NEW,15-Nov-17
WHITE GLOSSY DIAMOND POSITIVE SHAPE,NWHIGLODIA,N/A,GLOSSY,0.38 INCH,N/A,11,N/A,EACH,6.19,6.19,,NWHIGLODIA,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY DIAMOND POSITIVE SHAPE,MSI,New Item,NEW,15-Aug-18
WHITE GLOSSY FISH SCALE,NWHIFISG,N/A,GLOSSY,0.39 INCH,0.76,17,12.94,EACH,4.73,4.73,,NWHIFISG,www.msisurfaces.com/domino/white-glossy-fish-scale-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY FISH SCALE MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
WHITE GLOSSY HERRINGBONE,NWHIHBG,MISC.,GLOSSY,0.39 INCH,0.85,20,16.9,EACH,4.73,4.73,,NWHIHBG,www.msisurfaces.com/domino/white-glossy-herringbone-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY HERRINGBONE MOSAIC,MSI,Q1-2019 Price List,NEW,12-May-17
WHITE GLOSSY PENCIL 1/2X12 MOLDING,NWHIGLO-PENCIL,MISC.,GLOSSY,0.29 INCH,N/A,100,N/A,EACH,2.17,2.17,,NWHIGLO-PENCIL,www.msisurfaces.com/ceramic-mosaics/white-glossy-pencil-molding/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY PENCIL MOLDING,MSI,Q1-2019 Price List,NEW,27-Oct-17
WHITE GLOSSY PENNY ROUND,NWHIPENROU,N/A,GLOSSY,0.25 INCH,1,20,19.93,EACH,5.06,5.06,,NWHIPENROU,www.msisurfaces.com/domino/white-glossy-penny-round-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY PENNY ROUND MOSAIC,MSI,Q1-2019 Price List,NEW,1-Jun-16
WHITE TEAR DROP GLOSSY,NWHITEARDROG,N/A,GLOSSY,0.25 INCH,0.82,20,16.39,EACH,6.19,6.19,,NWHITEARDROG,www.msisurfaces.com/domino/white-tear-drop-glossy-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE TEAR DROP GLOSSY MOSAIC,MSI,Q1-2019 Price List,NEW,11-May-16
WHITE TUB SOAP DISH 4X6,NWHISOPDIS4X6,4X6,GLOSSY,N/A,N/A,12,N/A,EACH,6.39,6.39,,NWHISOPDIS4X6,,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE TUB SOAP DISH 4X6,MSI,Q1-2019 Price List,NEW,29-Dec-16
BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,,,,,,,,,,,,,,,,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,,,,,
ANTIQUE WHITE 2X6 BEVELED MOSAIC,SMOT-PT-AW-2X6B,2x6,GLOSSY,0.38 INCH,1,10,10,EACH,10.27,10.27,,SMOT-PT-AW-2X6B,www.msisurfaces.com/antique-white/antique-white-2x6-beveled/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White 2x6 Beveled,MSI,Q1-2019 Price List,NEW,23-Feb-17
ANTIQUE WHITE 3X6,SMOT-PT-AW36,3X6,GLOSSY,0.31 INCH,0.13,8,1,SQFT,7.22,0.9,,SMOT-PT-AW36,www.msisurfaces.com/antique-white/antique-white-subway-tile/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Glazed Handcrafted 3x6,MSI,Q1-2019 Price List,NEW,30-Jul-13
ANTIQUE WHITE 4X12,SMOT-PT-AW412,4x12,GLOSSY,0.31 INCH,0.33,6,2,SQFT,8.27,2.75,,SMOT-PT-AW412,www.msisurfaces.com/antique-white/antique-white-4x12/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Glazed Handcrafted 4x12,MSI,Q1-2019 Price List,NEW,11-Mar-15
ANTIQUE WHITE ARABESQUE,SMOT-PT-AW-ARABESQ,PATTERN,GLOSSY,0.31 INCH,1.17,10,11.7,EACH,11.82,11.82,,SMOT-PT-AW-ARABESQ,www.msisurfaces.com/antique-white/antique-white-arabesque/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Arabesque 8mm,MSI,Q1-2019 Price List,NEW,7-Mar-14
ANTIQUE WHITE CROWN 2X6 MOSAIC,SMOT-PT-CRWN-AW2X6,2x6,GLOSSY,1.0 INCH,N/A,20,N/A,EACH,2.7,2.7,,SMOT-PT-CRWN-AW2X6,www.msisurfaces.com/antique-white/antique-white-crown-molding/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Crown 2x6,MSI,Q1-2019 Price List,NEW,30-Jul-13
ANTIQUE WHITE ELONGATED HEXAGON,SMOT-PT-AW-HEXEL,PATTERN,GLOSSY,0.31 INCH,1,10,10,EACH,9.18,9.18,,SMOT-PT-AW-HEXEL,www.msisurfaces.com/antique-white/antique-white-elongated-hexagon/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Elongated Hexagon 8mm,MSI,Q1-2019 Price List,NEW,5-Sep-13
ANTIQUE WHITE QUARTER ROUND MOLDING,SMOT-PT-QTRRD-AW5/8X6,5/8X6,GLOSSY,0.25 INCH,N/A,20,N/A,EACH,2.83,2.83,,SMOT-PT-QTRRD-AW5/8X6,www.msisurfaces.com/antique-white/antique-white-quarter-round/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Antique White Quarter Round 5/8x6 Moldng,MSI,Q1-2019 Price List,NEW,12-Aug-14
ARTISAN TAUPE 2X6 BEVELED MOSAIC,SMOT-PT-ARTA-2X6B,2x6,GLOSSY,0.38 INCH,1,10,10,EACH,9.98,9.98,,SMOT-PT-ARTA-2X6B,www.msisurfaces.com/artisan-taupe/artisan-taupe-2x6-beveled/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,Artisan Taupe 2x6 Beveled,MSI,Q1-2019 Price List,NEW,5-May-17
