* Color Green highlighted items are launched in last 6 months,,,,,,,,,,,,,,,,,,,,,,,,
*Items highlighted in Orange will have a rolling change in pieces per box or boxes per pallet packaging in 2020.  These will be communicated as the old inventory depletes and the new inventory with new packaging arrives,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT COLLECTION,ItemNumber,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,ItemNumber,Web Link,Product Line,Material,Product Category,PRODUCT COLLECTION,Description,Status,Source,Creation Date,Comments,,
CALIFORNIA GOLD 12X24,SCALGLD1224G,12x24,GAUGED,0.50 INCH,2.00,5.00,10.00,SQFT,3.74,7.48,,SCALGLD1224G,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,CALIFORNIA GOLD 12X24,California Gold 12X24X0.5 Gauged,MSI,2019 Price list,23-May-12,,,
CALIFORNIA GOLD 16X16,SCALGLD1616G-C,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,3.75,6.67,,SCALGLD1616G-C,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,CALIFORNIA GOLD 16X16,California Gld 16X16X.5 Gauged,MSI,2019 Price list,27-Nov-07,,,
CALIFORNIA GOLD 24X24,SCALGLD2424G,24x24,GAUGED,0.60 INCH,4.00,1.00,4.00,SQFT,5.01,20.05,,SCALGLD2424G,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,CALIFORNIA GOLD 24X24,California Gold 24X24X.60 Gauged,MSI,2019 Price list,27-Nov-07,,,
CALIFORNIA GOLD ASHLER VERSAILLES PATTERN,SCALGLD-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16.00,16.00,256.00,SQFT/KIT,3.75,59.96,,SCALGLD-ASH-3-G,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,CALIFORNIA GOLD ASHLER VERSAILLES PATTERN,California Gold Ashler Pat-3-G,MSI/Hardscape,2019 Price list,27-Nov-07,,,
COPPER 12X12X.38 GAUGED,SCOP1212G-C,12x12,GAUGED,0.38 INCH,1.00,10.00,10.00,SQFT,2.34,2.34,,SCOP1212G-C,https://www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,COPPER 12X12X.38 GAUGED,Copper 12x12X.38 Gauged,MSI,2019 Price list,27-Nov-07,,,
COPPER 12X12X.40 HONED,SCOP1212HG,12x12,HONED,0.40 INCH,1.00,10.00,10.00,SQFT,3.28,3.28,,SCOP1212HG,https://www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,COPPER 12X12X.40 HONED,Copper 12x12X.40 Honed/Gauged,MSI,2019 Price list,27-Nov-07,,,
COPPER 16X16 GAUGED,SCOP1616HG,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,3.51,6.25,,SCOP1616HG,https://www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,COPPER 16X16 GAUGED,Copper 16x16x.50 Honed/Gauged,MSI,2019 Price list,27-Nov-07,,,
COPPER 16X16X.50 GAUGED,SCOP1616G-C,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,2.79,4.96,,SCOP1616G-C,https://www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,COPPER 16X16X.50 GAUGED,Copper 16x16X.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
GOLD GREEN 12X12 HONED,SGOLDGRN1212HG,12x12,HONED,0.40 INCH,1.00,10.00,10.00,SQFT,3.42,3.42,,SGOLDGRN1212HG,https://www.msisurfaces.com/quartzite/gold-green/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,GOLD GREEN 12X12 HONED,Gold Green 12x12X.40 Honed/Gauged,MSI,2019 Price list,27-Nov-07,,,
GOLDEN WHITE 12X12,SGLDQTZ1212G,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,4.48,4.48,,SGLDQTZ1212G,https://www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,GOLDEN WHITE 12X12,Golden White 12x12X.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
GOLDEN WHITE 12X24,SGLDQTZ1224G,12x24,GAUGED,0.50 INCH,2.00,5.00,10.00,SQFT,5.29,10.57,,SGLDQTZ1224G,https://www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,GOLDEN WHITE 12X24,Golden White 12x24X.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
GOLDEN WHITE 16X16,SGLDQTZ1616G,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,5.58,9.94,,SGLDQTZ1616G,https://www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,GOLDEN WHITE 16X16,Golden White 16x16X.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
GOLDEN WHITE ASHLER VERSAILLES PATTERN,SGLDQTZ-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16.00,N/A,12.00,SQFT/KIT,4.53,72.49,,SGLDQTZ-ASH-3-G,https://www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,GOLDEN WHITE ASHLER VERSAILLES PATTERN,Golden White Ashler Pat-3-Gauged,MSI/Hardscape,2019 Price list,27-Nov-07,,,
JADE GREEN 12X12,SJADGRN1212G,12x12,GAUGED,0.30 INCH,1.00,10.00,10.00,SQFT,2.92,2.92,,SJADGRN1212G,https://www.msisurfaces.com/slate/jade-green/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,JADE GREEN 12X12,Jade Green 12x12X.30 Gauged,MSI,2019 Price list,27-Nov-07,,,
JADE GREEN 16X16,SJADGRN1616G,16x16,GAUGED,0.30 INCH,1.78,5.00,8.90,SQFT,3.23,5.75,,SJADGRN1616G,https://www.msisurfaces.com/slate/jade-green/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,JADE GREEN 16X16,Jade Green 16x16X.30 Gauged,MSI,2019 Price list,27-Nov-07,,,
LILAC KASHMIR 12X12,SLILKAS1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,2.00,2.00,,SLILKAS1212G-C,https://www.msisurfaces.com/slate/lilac-kashmir/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,LILAC KASHMIR 12X12,Lilac Kashmir 12x12x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
MIXED COLOR SLATE 2X2,THDW3-SH-MC2X2T,2x2,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,4.40,4.40,,THDW3-SH-MC2X2T,https://www.msisurfaces.com/2x2-mosaic-sheets/mixed-slate/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MIXED COLOR SLATE 2X2,Mixed Color Slate 2x2 Tumbled,MSI,2019 Price list,19-Nov-08,,,
MONTAUK BLACK 12X12 GAUGED,SMONBLK1212G,12x12,GAUGED,0.32 INCH,1.00,10.00,10.00,SQFT,2.17,2.17,,SMONBLK1212G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 12X12 GAUGED,Montauk Black 12x12X.32 Gauged,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLACK 12X12 HONED,SMONBLK1212H,12x12,HONED,0.32 INCH,1.00,10.00,10.00,SQFT,3.17,3.17,,SMONBLK1212H,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 12X12 HONED,Montauk Black 12x12X.32 Honed,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLACK 12X24,SMONBLK1224G,12x24,GAUGED,0.38 INCH,2.00,5.00,10.00,SQFT,2.54,5.08,,SMONBLK1224G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 12X24,"Montauk Black 12x24x0.38"" Gauged",MSI,2019 Price list,5-Apr-11,,,
MONTAUK BLACK 16X16 GAUGED,SMONBLK1616G,16x16,GAUGED,0.32 INCH,1.78,5.00,8.90,SQFT,2.51,4.47,,SMONBLK1616G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 16X16 GAUGED,"Montauk Black 16x16 0.32"" Gauged",MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLACK 16X16 HONED,SMONBLK1616H,16X16,HONED,0.30 INCH,1.78,5.00,8.90,SQFT,3.40,6.05,,SMONBLK1616H,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 16X16 HONED,"Montauk Black 16x16 0.32"" Honed",MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLACK 16X24,SMONBLK1624G,16x24,GAUGED,0.40 INCH,2.67,5.00,13.35,SQFT,3.11,8.30,,SMONBLK1624G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 16X24,"Montauk Black 16x24.40"" Gauged",MSI,2019 Price list,5-Apr-11,,,
MONTAUK BLACK 18X36,SMONBLK1836G,18x36,GAUGED,0.40 INCH,4.50,1.00,4.50,SQFT,3.45,15.52,,SMONBLK1836G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 18X36,Montauk Black 18x36 Gauged,MSI,2019 Price list,25-Aug-16,,,
MONTAUK BLACK 24X24,SMONBLK2424G,24x24,GAUGED,0.40 INCH,4.00,1.00,4.00,SQFT,3.29,13.14,,SMONBLK2424G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 24X24,Montauk Black 24x24x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLACK 3X6,SMONBLK36G,3X6,GAUGED,0.31 INCH,0.13,40.00,5.00,SQFT,2.40,0.30,,SMONBLK36G,https://www.msisurfaces.com/montauk-black/3x6-gauged-subway-tile/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 3X6,Montauk Black 3x6x.32 Gauged,MSI,2019 Price list,22-Aug-17,,,
MONTAUK BLACK 4X12,SMONBLK412G,4x12,GAUGED,0.31 INCH,0.33,15.00,4.95,SQFT,2.42,0.80,,SMONBLK412G,https://www.msisurfaces.com/montauk-black/4x12-gauged-subway-tile/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 4X12,Montauk Black 4x12x.32 Gauged,MSI,2019 Price list,22-Aug-17,,,
MONTAUK BLACK 6X24,SMONBLK624G,6x24,GAUGED,0.32 INCH,1.00,10.00,10.00,SQFT,3.06,3.06,,SMONBLK624G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK 6X24,Montauk Black 6x24x.32 Gauged,MSI,2019 Price list,21-Mar-14,,,
MONTAUK BLACK ASHLER VERSAILLES PATTERN,SMONBLK-ASH-3-G,PATTERN,GAUGED,0.39 INCH,16.00,1.00,16.00,SQFT/KIT,2.73,43.65,,SMONBLK-ASH-3-G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLACK ASHLER VERSAILLES PATTERN,Montauk Black Ashler Pat-3,MSI/Hardscape,2019 Price list,14-Feb-12,,,
MONTAUK BLUE 12X12,SMONBLU1212G,12x12,GAUGED,0.32 INCH,1.00,10.00,10.00,SQFT,2.17,2.17,,SMONBLU1212G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 12X12,Montauk Blue 12x12X.32 Gauged,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLUE 12X24,SMONBLU1224G,12x24,GAUGED,0.38 INCH,2.00,5.00,10.00,SQFT,2.43,4.86,,SMONBLU1224G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 12X24,Montauk Blue 12x24X.32 Gauged,MSI,2019 Price list,10-Nov-16,,,
MONTAUK BLUE 16X16,SMONBLU1616G,16x16,GAUGED,0.32 INCH,1.78,5.00,8.90,SQFT,2.51,4.47,,SMONBLU1616G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 16X16,Montauk Blue 16x16X.32 Gauged,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLUE 18X36,SMONBLU1836G,18x36,GAUGED,0.40 INCH,4.50,1.00,4.50,SQFT,3.45,15.52,,SMONBLU1836G,https://www.msisurfaces.com/slate/montauk-blue/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 18X36,Montauk Blue 18x36 Gauged,MSI,New Addtion,10-Jul-19,,,
MONTAUK BLUE 24X24,SMONBLU2424G,24x24,GAUGED,0.40 INCH,4.00,N/A,N/A,SQFT,3.19,12.76,,SMONBLU2424G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 24X24,Montauk Blue 24x24 X.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
MONTAUK BLUE 3X6,SMONBLU36G,3X6,GAUGED,0.31 INCH,0.13,40.00,5.00,SQFT,2.40,0.30,,SMONBLU36G,https://www.msisurfaces.com/slate/montauk-blue/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 3X6,Montauk Blue 3x6x.32 Gauged,MSI,New Addtion,5-Aug-19,,,
MONTAUK BLUE 4X12 GAUGED,SMONBLU412G,4x12,GAUGED,0.31 INCH,0.33,15.00,4.95,SQFT,2.42,0.80,,SMONBLU412G,https://www.msisurfaces.com/slate/montauk-blue/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 4X12 GAUGED,Montauk Blue 4x12x.32 Gauged,MSI,New Addtion,5-Aug-19,,,
MONTAUK BLUE 6X24,SMONBLU624G,6x24,GAUGED,0.32 INCH,1.00,10.00,10.00,SQFT,2.97,2.97,,SMONBLU624G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE 6X24,Montauk Blue 6x24 X.32 Gauged,MSI,2019 Price list,31-Jan-17,,,
MONTAUK BLUE ASHLER VERSAILLES PATTERN,SMONBLU-ASH-3-G,MISC.,GAUGED,0.32 INCH,16.00,1.00,16.00,SQFT/KIT,2.65,42.38,,SMONBLU-ASH-3-G,https://www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MONTAUK BLUE ASHLER VERSAILLES PATTERN,Montauk Blue Ashler Pat-3,MSI,2019 Price list,31-Jan-17,,,
MULTI CLASSIC 12X12,SMCLAS1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,1.45,1.45,,SMCLAS1212G-C,https://www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MULTI CLASSIC 12X12,Multi Classic 12x12.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
MULTI CLASSIC 12X24,SMCLAS1224G,12x24,GAUGED,0.50 INCH,2.00,5.00,10.00,SQFT,2.43,4.86,,SMCLAS1224G,https://www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MULTI CLASSIC 12X24,Multi Classic 12x24.40 Gauged,MSI,2019 Price list,14-Sep-11,,,
MULTI CLASSIC 16X16,SMCLAS1616G-C,16x16,GAUGED,0.25 INCH,1.78,5.00,8.90,SQFT,1.78,3.17,,SMCLAS1616G-C,https://www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MULTI CLASSIC 16X16,Multi Classic 16x16.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
MULTI CLASSIC 24X24,SMCLAS2424G,24x24,GAUGED,0.60 INCH,4.00,1.00,4.00,SQFT,2.87,11.46,,SMCLAS2424G,https://www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MULTI CLASSIC 24X24,Multi Classic 24x24.60 Gauged,MSI,2019 Price list,27-Nov-07,,,
MULTI CLASSIC ASHLER VERSAILLES PATTERN,SMCLAS-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16.00,16.00,256.00,SQFT/KIT,2.51,40.09,,SMCLAS-ASH-3-G,https://www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,MULTI CLASSIC ASHLER VERSAILLES PATTERN,Multi Classic Ashler Pat-3-Gauged,MSI/Hardscape,2019 Price list,27-Nov-07,,,
NEPTUNE 3D INTERLOCKING,SMOT-BSLTB-3DH,PATTERN,HONED,0.38 INCH,0.98,10.00,9.80,EACH,13.76,13.76,,SMOT-BSLTB-3DH,https://www.msisurfaces.com/basalt-blue/neptune-interlocking-3d-honed/,MD,BASALT,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,NEPTUNE 3D INTERLOCKING,Neptune 3D Interlocking Honed,MSI,2019 Price list,26-Jun-13,,,
OSTRICH GREY 12X12 GAUGED,SOSTGREY1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,2.43,2.43,,SOSTGREY1212G-C,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 12X12 GAUGED,Ostrich Grey 12x12x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
OSTRICH GREY 12X12 HONED,SOSTGREY1212HG,12x12,HONED,0.37 INCH,1.00,10.00,10.00,SQFT,3.42,3.42,,SOSTGREY1212HG,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 12X12 HONED,Ostrich Grey 12x12x.40 Honed,MSI,2019 Price list,27-Nov-07,,,
OSTRICH GREY 12X24 GAUGED,SOSTGREY1224G,12x24,GAUGED,0.50 INCH,2.00,5.00,10.00,SQFT,3.47,6.93,,SOSTGREY1224G,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 12X24 GAUGED,Ostrich Grey 12x24x.50 Gauged,MSI,2019 Price list,12-Feb-15,,,
OSTRICH GREY 12X24 HONED,SOSTGREY1224H,12x24,HONED,0.50 INCH,2.00,5.00,10.00,SQFT,4.46,8.92,,SOSTGREY1224H,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 12X24 HONED,Ostrich Grey 12x24x.50 Honed,MSI,2019 Price list,12-Feb-15,,,
OSTRICH GREY 16X16 GAUGED,SOSTGREY1616G-C,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,3.01,5.36,,SOSTGREY1616G-C,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 16X16 GAUGED,Ostrich Grey 16x16x.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
OSTRICH GREY 16X16 HONED,SOSTGREY1616HG,16x16,GAUGED,0.40 INCH,1.78,5.00,8.90,SQFT,3.95,7.03,,SOSTGREY1616HG,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 16X16 HONED,Ostrich Grey 16x16x.50 Honed,MSI,2019 Price list,27-Nov-07,,,
OSTRICH GREY 24X24 GAUGED,SOSTGREY2424G,24x24,GAUGED,0.60 INCH,4.00,1.00,4.00,SQFT,4.39,17.54,,SOSTGREY2424G,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,OSTRICH GREY 24X24 GAUGED,Ostrich Grey 24x24x.60 Gauged,MSI,2019 Price list,27-Nov-07,,,
RAINBOW TEAK 12X12,STEKRAIN1212G,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,2.47,2.47,,STEKRAIN1212G,https://www.msisurfaces.com/sandstone/rainbow-teak/,NS,SANDSTONE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,RAINBOW TEAK 12X12,Rainbow Teak S.S 12x12x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
RUSTIC GOLD 12X12,SRUSGLD1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,1.73,1.73,,SRUSGLD1212G-C,https://www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,RUSTIC GOLD 12X12,Rustic Gold 12x12x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
RUSTIC GOLD 16X16,SRUSGLD1616G-C,16x16,GAUGED,0.40 INCH,1.78,5.00,8.90,SQFT,2.06,3.66,,SRUSGLD1616G-C,https://www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,RUSTIC GOLD 16X16,Rustic Gold 16x16x.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
RUSTIC GOLD ASHLER VERSAILLES PATTERN,SRUSGLD-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16.00,1.00,16.00,SQFT/KIT,2.56,40.98,,SRUSGLD-ASH-3-G,https://www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,RUSTIC GOLD ASHLER VERSAILLES PATTERN,Rustic Gold Ashler Pat-3-Gauged,MSI/Hardscape,2019 Price list,27-Nov-07,,,
RUSTIQUE INTERLOCKING 3D,SMOT-RUSTIQUE-3DIL,PATTERN,TUMBLED,Random,1.00,10.00,10.00,SQFT,10.37,10.37,,SMOT-RUSTIQUE-3DIL,https://www.msisurfaces.com/mosaic-hatches/rustique-3d/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,RUSTIQUE INTERLOCKING 3D,Rustique Interlocking 3D,MSI,2019 Price list,20-Feb-14,,,
SAN RIO RUSTIC 12X12,SSANRIORUS1212G,12x12,GAUGED,0.30 INCH,1.00,10.00,10.00,SQFT,2.88,2.88,,SSANRIORUS1212G,https://www.msisurfaces.com/slate/san-rio-rustic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,SAN RIO RUSTIC 12X12,San Rio Rustic 12x12x.30 Gauged,MSI,2019 Price list,27-Nov-07,,,
NATURAL STONE TRAVERTINE COLLECTIONS,,,,,,,,,,,,,,,,NATURAL STONE TRAVERTINE COLLECTIONS,NATURAL STONE TRAVERTINE COLLECTIONS,,MSI,,,,,
CHIARO BRICK MOSAIC,THDW3-SH-CHBRI1X2T,1x2,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,6.25,6.25,,THDW3-SH-CHBRI1X2T,https://www.msisurfaces.com/tuscany-classic/1x2-brick-pattern-tumbled/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,CHIARO BRICK MOSAIC,Chiaro 1x2 Brick Tumbled,MSI,2019 Price list,11-Dec-08,,,
CHIARO CROWN MOLDING,THDW3-MCR-CH2X12,2X12,HONED,1.0 INCH,N/A,20.00,N/A,EACH,4.40,4.40,,THDW3-MCR-CH2X12,https://www.msisurfaces.com/chair-moldings/tuscany-classic/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,CHIARO CROWN MOLDING,Chiaro 2x12 Crown Molding,MSI,2019 Price list,19-Nov-08,,,
CHIARO PENCIL,THDW3-MP-CH0.75X12,3/4X3/4x12,HONED,0.75 INCH,N/A,20.00,N/A,EACH,3.84,3.84,,THDW3-MP-CH0.75X12,https://www.msisurfaces.com/tuscany-classic/pencil-molding-honed/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,CHIARO PENCIL,Chiaro Pencil 3/4X3/4X12,MSI,2019 Price list,11-Dec-08,,,
CHIARO VENEER MOSAIC,SMOT-VNR-CHIARO-T,PATTERN,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,9.41,9.41,,SMOT-VNR-CHIARO-T,https://www.msisurfaces.com/mosaic-hatches/chiaro-travertine-tumbled-veneer/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,CHIARO VENEER MOSAIC,Chiaro Travertine Tumbled Veneer 8x18,MSI,2019 Price list,20-Feb-15,,,
COUNTRY CLASSIC VERSAILLES PATTERN,TTCOUNTCLS-PAT-HUCB,PATTERN,HUFCB,0.50 INCH,16.00,1.00,16.00,SQFT/KIT,2.63,42.09,,TTCOUNTCLS-PAT-HUCB,https://www.msisurfaces.com/travertine/country-classic/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,COUNTRY CLASSIC VERSAILLES PATTERN,Country Classic Pattern HUFCB,MSI/Hardscape,2019 Price list,12-Jun-15,,,
DURANGO 12X24,CDURANGO1224H,12x24,HF,0.38 INCH,2.00,1.00,2.00,SQFT,5.51,11.02,,CDURANGO1224H,https://www.msisurfaces.com/travertine/durango-cream/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,DURANGO 12X24,Durango 12x24x.38 HF,MSI,2019 Price list,27-Nov-07,,,
DURANGO 2X2 RHOMBOIDS MOSAIC,SMOT-DUR-2X2RBT,2x2,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,7.74,7.74,,SMOT-DUR-2X2RBT,https://www.msisurfaces.com/durango-cream/2''-rhomboid/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,DURANGO 2X2 RHOMBOIDS MOSAIC,Durango 2x2 Rhomboids Tumbled,MSI,2019 Price list,27-Nov-07,,,
DURANGO 2X4 MOSAIC,SMOT-BRICK-DUR,PATTERN,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,6.96,6.96,,SMOT-BRICK-DUR,https://www.msisurfaces.com/durango-cream/brick-pattern-subway-tile/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,DURANGO 2X4 MOSAIC,Durango 2x4 Tumbled,MSI,2019 Price list,27-Nov-07,,,
