ghi,Code,Desc,List Price
,GF642LW,GHI F642  LINEN WHITE (ACL/NTL), $14.00 
,GBF3LW,GHI BF3 LINEN WHITE (ACL/NTL), $10.00 
,GBEP3LLW,GHI BEP3L LINEN WHITE (ACL/NTL), $65.00 
,GEP24X35LW,GHI END PA 24X35X3/16  LIN WH (ACL/NTL), $27.00 
,GWEP12X42LW,GHI WALL END PA 12X42 LIN WH (ACL/NTL), $19.00 
,G3X4PANLW,"GHI 3X4X1/4"" LINEN WHITE (ACL/NTL)", $58.00 
,GRP84LW,GHI RP84 LINEN WHITE (ACL/NTL), $109.00 
,GRP90LW,GHI RP90 LINEN WHITE (ACL/NTL), $115.00 
,GRP96LW,GHI RP96  LINEN WHITE (ACL/NTL), $122.00 
,GMC3018ACL,GHI MC3018 ACL LINEN SHAKER, $118.00 
,GPR3015ACL,GHI PR3015 ACL LINEN SHAKER, $164.00 
,GWR3015ACL,GHI WR3015 ACL LINEN SHAKER, $163.00 
,GSGH30ACL,GHI SGH30 ACL LINEN SHAKER, $98.00 
,G1530MDACL,GHI 1530MD ACL LINEN SHAKER, $73.00 
,G1830MDACL,GHI 1830MD ACL LINEN SHAKER, $94.00 
,G3030MDACL,GHI 3030 MD ACL LINEN SH/2PK, $152.00 
,G3630MDACL,GHI 3630 MD ACL LINEN SH/2PK, $182.00 
,GDC2430MDACL,GHI DC2430MD ACL LINEN SHAKER, $84.00 
,G1536MDACL,GHI 1536MD ACL LINEN SHAKER, $84.00 
,G1836MDACL,GHI 1836 MULL DR ACL LINEN SH, $108.00 
,G3036MDACL,GHI 3036 MUL DR ACL LIN SH/2PK, $176.00 
,G3636MDACL,GHI 3636 MUL DR ACL LIN SH/2PK, $211.00 
,GDC2436MDACL,GHI DC2436 MULL DR ACL LIN SH, $102.00 
,GDC2736MDACL,GHI DC2736 MULL DR ACL LIN SH, $110.00 
,G1542MDACL,GHI 1542 MULL DR ACL LINEN  SH, $94.00 
,G1842MDACL,GHI 1842 MULL DR ACL LINEN SH, $123.00 
,G3042MDACL,GHI 3042 MULL DR ACL LIN SH/2P, $200.00 
,G3642MDACL,GHI 3642 MULL DR ACL LIN SH/2P, $240.00 
,GDC2442MDACL,GHI DC2442 MULL DR ACL LINEN SH, $109.00 
,GDC2742MDACL,GHI DC2742MD ACL LINEN SHAKER, $117.00 
,GCSF36ACL,GHI CSF36 ACL LINEN SHAKER, $103.00 
,G30DDACL,"GHI 30"" DECO DR ACL LINEN SHAK", $58.00 
,G36DDACL,"GHI 36"" DECO DR ACL LINEN SHAK", $71.00 
,G42DDACL,"GHI 42"" DECO DR ACL LINEN SHAK", $83.00 
,GBDDACL,GHI BASE DECO DR ACL LINEN SHA, $129.00 
,,,
DeptN,Code,Desc,List Price
,GW0930SHG,GHI W0930 STONE HARBOR GRAY, $120.00 
,GW1230SHG,GHI W1230 STONE HARBOR GRAY, $140.00 
,GW1530SHG,GHI W1530 STONE HARBOR GRAY, $151.00 
,GW1830SHG,GHI W1830 STONE HARBOR GRAY, $176.00 
,GW2130SHG,GHI W2130 STONE HARBOR GRAY, $186.00 
,GW2430SHG,GHI W2430 STONE HARBOR GRAY, $215.00 
,GW2730SHG,GHI W2730 STONE HARBOR GRAY, $235.00 
,GW3030SHG,GHI W3030 STONE HARBOR GRAY, $237.00 
,GW3330SHG,GHI W3330 STONE HARBOR GRAY, $253.00 
,GW3630SHG,GHI W3630 STONE HARBOR GRAY, $270.00 
,GWAC2430SHG,GHI WAC2430 STONE HARBOR GRAY, $281.00 
,GWBC2730SHG,GHI WBC2730 STONE HARBOR GRAY, $234.00 
,GWDC2430SHG,GHI WDC2430 STONE HARBOR GRAY, $260.00 
,GW3012SHG,GHI W3012 STONE HARBOR GRAY, $130.00 
,GW3612SHG,GHI W3612 STONE HARBOR GRAY, $143.00 
,GW2415SHG,GHI W2415 STONE HARBOR GRAY, $142.00 
,GW3015SHG,GHI W3015 STONE HARBOR GRAY, $154.00 
,GW3315SHG,GHI W3315 STONE HARBOR GRAY, $166.00 
,GW3615SHG,GHI W3615 STONE HARBOR GRAY, $167.00 
,GW3018SHG,GHI W3018 STONE HARBOR GRAY, $160.00 
,GW3618SHG,GHI W3618 STONE HARBOR GRAY, $190.00 
,GW3024SHG,GHI W3024 STONE HARBOR GRAY, $243.00 
,GW3624SHG,GHI W3624 STONE HARBOR GRAY, $278.00 
,GW331224SHG,GHI W331224 STONE HARBOR GRAY, $174.00 
,GW361224SHG,GHI W361224 STONE HARBOR GRAY, $191.00 
,GW331524SHG,GHI W331524 STONE HARBOR GRAY, $192.00 
,GW361524SHG,GHI W361524 STONE HARBOR GRAY, $201.00 
,GW361824SHG,GHI W361824 STONE HARBOR GRAY, $242.00 
,GW332424SHG,GHI W332424 STONE HARBOR GRAY, $250.00 
,GW362424SHG,GHI W362424 STONE HARBOR GRAY, $272.00 
,GW0936SHG,GHI W0936 STONE HARBOR GRAY, $138.00 
,GW1236SHG,GHI W1236 STONE HARBOR GRAY, $161.00 
,GW1536SHG,GHI W1536 STONE HARBOR GRAY, $173.00 
,GW1836SHG,GHI W1836 STONE HARBOR GRAY, $202.00 
,GW2136SHG,GHI W2136 STONE HARBOR GRAY, $213.00 
,GW2436SHG,GHI W2436 STONE HARBOR GRAY, $246.00 
,GW2736SHG,GHI W2736 STONE HARBOR GRAY, $270.00 
,GW3036SHG,GHI W3036 STONE HARBOR GRAY, $272.00 
,GW3336SHG,GHI W3336 STONE HARBOR GRAY, $291.00 
,GW3636SHG,GHI W3636 STONE HARBOR GRAY, $310.00 
,GWAC2436SHG,GHI WAC2436 STONE HARBOR GRAY, $323.00 
,GWDC2436SHG,GHI WDC2436 STONE HARBOR GRAY, $295.00 
,GWDC2736SHG,GHI WDC2736 STONE HARBOR GRAY, $335.00 
,GW0942SHG,GHI W0942 STONE HARBOR GRAY, $155.00 
,GW1242SHG,GHI W1242 STONE HARBOR GRAY, $181.00 
,GW1542SHG,GHI W1542 STONE HARBOR GRAY, $196.00 
,GW1842SHG,GHI W1842 STONE HARBOR GRAY, $228.00 
,GW2142SHG,GHI W2142 STONE HARBOR GRAY, $240.00 
,GW2442SHG,GHI W2442 STONE HARBOR GRAY, $278.00 
,GW2742SHG,GHI W2742 STONE HARBOR GRAY, $304.00 
,GW3042SHG,GHI W3042 STONE HARBOR GRAY, $307.00 
,GW3342SHG,GHI W3342 STONE HARBOR GRAY, $328.00 
,GW3642SHG,GHI W3642 STONE HARBOR GRAY, $349.00 
,GWAC2442SHG,GHI W2442 STONE HARBOR GRAY, $365.00 
,GWDC2442SHG,GHI WDC2442 STONE HARBOR GRAY, $340.00 
,GWDC2742SHG,GHI WDC2742 STONE HARBOR GRAY, $382.00 
,GB09SHG,GHI B09 STONE HARBOR GRAY(FH), $191.00 
,GB12SHG,GHI B12 STONE HARBOR GRAY, $214.00 
,GB15SHG,GHI B15 STONE HARBOR GRAY, $217.00 
,GB18SHG,GHI B18 STONE HARBOR GRAY, $236.00 
,GB18FHSHG,GHI B18FH STONE HARBOR GRAY, $195.00 
,GB21SHG,GHI B21 STONE HARBOR GRAY, $262.00 
,GB24SHG,GHI B24 STONE HARBOR GRAY, $284.00 
,GB27SHG,GHI B27 STONE HARBOR GRAY, $317.00 
,GB30SHG,GHI B30 STONE HARBOR GRAY, $364.00 
,GB33SHG,GHI B33 STONE HARBOR GRAY, $380.00 
,GB36SHG,GHI B36 STONE HARBOR GRAY, $396.00 
,GBBC42-45SHG,GHI BBC42-45 STONE HARBOR GRAY, $332.00 
,GDB15SHG,GHI DB15 STONE HARBOR GRAY, $382.00 
,GDB18SHG,GHI DB18 STONE HARBOR GRAY, $388.00 
,GDB21SHG,GHI DB21 STONE HARBOR GRAY, $398.00 
,GDB24SHG,GHI DB24 STONE HARBOR GRAY, $404.00 
,GDB24-2SHG,GHI DB24-2 STONE HAR GRAY-2 drawer, $370.00 
,GDB30SHG,GHI DB30 STONE HARBOR GRAY, $413.00 
,GDB30-2SHG,GHI DB30-2STONE HARB GRAY-2 drawer, $379.00 
,GDCB3612SHG,GHI DCB3612 STONE HARBOR GRAY, $566.00 
,GBC24SHG,GHI BC24 STONE HARBOR GRAY, $611.00 
,GSB30SHG,GHI SB30 STONE HARBOR GRAY, $295.00 
,GSB33SHG,GHI SB33 STONE HARBOR GRAY, $305.00 
,GSB36SHG,GHI SB36 STONE HARBOR GRAY, $314.00 
,GFSB36SHG,GHI FSB36 STONE HARBOR GRAY (FARMHOUSE SINK), $305.00 
,GSB42SHG,GHI SB42 STONE HARBOR GRAY, $344.00 
,GSB60SHG,GHI SB60 STONE HARBOR GRAY, $490.00 
,GWP1884SHG,GHI WP1884 STONE HARBOR GRAY, $603.00 
,GWP2484SHG,GHI WP2484 STONE HARBOR GRAY, $811.00 
,GWP1890SHG,GHI WP1890 STONE HARBOR GRAY, $647.00 
,GWP2490SHG,GHI WP2490 STONE HARBOR GRAY, $869.00 
,GWP1896SHG,GHI WP1896 STONE HARBOR GRAY, $669.00 
,GWP2496SHG,GHI WP2496 STONE HARBOR GRAY, $899.00 
,GOU332484SHG,GHI OU332484 STONE HARBOR GRAY," $1,252.00 "
,GOU332490SHG,GHI OU332490 STONE HARBOR GRAY," $1,311.00 "
,GTK8SHG,GHI TK8 STONE HARBOR GRAY, $22.00 
,GCM8SHG,GHI CM8 STONE HARBOR GRAY, $72.00 
,GSM8SHG,GHI SHAKER CR STONE HARBOR GRA, $69.00 
,GFBM8SHG,GHI FBM8 STONE HARBOR GRAY, $68.00 
,GLRMS7SHG,GHI LRMS7 STONE HARBOR GRAY, $35.00 
,GOSC7SHG,GHI OSC7 STONE HARBOR GRAY, $39.00 
,GSCM7SHG,GHI SCM7 STONE HARBOR GRAY, $23.00 
,GVAR48SHG,GHI VAR48 STONE HARBOR GRAY, $12.00 
,GF330SHG,GHI F330 STONE HARBOR GRAY, $6.00 
,GF342SHG,GHI F342 STONE HARBOR GRAY, $7.00 
,GF396SHG,GHI F396 STONE HARBOR GRAY, $17.00 
,GF642SHG,GHI F642 STONE HARBOR GRAY, $14.00 
,GBF3SHG,GHI BF3 STONE HARBOR GRAY, $10.00 
,GBEP3LSHG,GHI BEP3L STONE HARBOR GRAY, $65.00 
,GEP24X35SHG,GHI END  24X35X3/16 ST HAR GRA, $27.00 
,GWEP12X42SHG,GHI WALL END PA 12X42 ST HA, $19.00 
,G3X4PANSHG,"GHI 3X4X1/4"" STONE HARBOR GRAY", $58.00 
,GRP84SHG,GHI RP84 STONE HARBOR GRAY, $109.00 
,GRP90SHG,GHI RP90 STONE HARBOR GRAY, $115.00 
,GRP96SHG,GHI RP96 STONE HARBOR GRAY, $122.00 
,GMC3018SHG,GHI MC3018 STONE HARBOR GRAY, $118.00 
,GPR3015SHG,GHI PR3015 STONE HARBOR GRAY, $164.00 
,GWR3015SHG,GHI WR3015 STONE HARBOR GRAY, $163.00 
,GSGH30SHG,GHI SGH30 STONE HARBOR GRAY, $98.00 
,G1530MDSHG,GHI 1530MD STONE HARBOR GRAY, $73.00 
,G1830MDSHG,GHI 1830MD STONE HARBOR GRAY, $94.00 
,G3030MDSHG,GHI 3030 MD STONE HAR GRA /2PK, $152.00 
,G3630MDSHG,GHI 3630 MD STONE  HAR GRA/2PK, $182.00 
,GDC2430MDSHG,GHI DC2430MD STONE HARBOR GRAY, $84.00 
,G1536MDSHG,GHI 1536MD STONE HARBOR GRAY, $84.00 
,G1836MDSHG,GHI 1836 MULL DR STONE HAR GRA, $108.00 
,G3036MDSHG,GHI 3036 MUL DR ST HAR GRA/2PK, $176.00 
,G3636MDSHG,GHI 3636 MUL DR ST HAR GRA/2PK, $211.00 
,GDC2436MDSHG,GHI DC2436 MULL DR ST HAR GRAY, $102.00 
,GDC2736MDSHG,GHI DC2736 MULL DR ST HAR GRAY, $110.00 
,G1542MDSHG,GHI 1542 MULL DR ST HARBO GRAY, $94.00 
,G1842MDSHG,GHI 1842 MULL DR ST HARBO GRAY, $123.00 
,G3042MDSHG,GHI 3042 MULL DR ST HAR GRA/2P, $200.00 
,G3642MDSHG,GHI 3642 MULL DR ST HAR GRA/2P, $240.00 
,GDC2442MDSHG,GHI DC2442 MULL DR ST HAR GRAY, $109.00 
,GDC2742MDSHG,GHI DC2742MD STONE HARBOR GRAY, $117.00 
,GCSF36SHG,GHI CSF36 STONE HARBOR GRAY, $103.00 
,G30DDSHG,"GHI 30"" DECO DR STONE HAR GRAY", $58.00 
,G36DDSHG,"GHI 36"" DECO DR STONE HAR GRAY", $71.00 
,G42DDSHG,"GHI 42"" DECO DR STONE HAR GRAY", $83.00 
,GBDDSHG,GHI BASE DECO DR STONE HAR GRA, $129.00 
,,,
,GV1816SHG,GHI V1816 STONE HARBOR GRA, $151.00 
,GV2418SHG,GHI V2418 STONE HARBOR GRA, $190.00 
,GV2418DSHG,GHI V2418D STONE HARBOR GRAY, $280.00 
,GV2421SHG,GHI V2421 STONE HARBOR GRAY, $197.00 
,GVDB1221SHG,GHI VDB1221 STONE HARBOR GRAY, $323.00 
,GV3021DSHG,GHI V3021D STONE HARBOR GRAY, $326.00 
,GV3621DSHG,GHI V3621D STONE HARBOR GRAY, $371.00 
,GV4821DSHG,GHI V4821D STONE HARBOR GRAY, $516.00 
,GV6021DSHG,GHI V6021D STONE HARBOR GRAY, $616.00 
,GL781821SHG,GHI L781821 STONE HARBOR GRAY, $549.00 
,GBV2126SHG,GHI BV2126 STONE HARBOR GRAY, $158.00 
,GSM1719SHG,GHI SM1719 STONE HARBOR GRAY, $99.00 
,GM2430SHG,GHI M2430 STONE HARBOR GRAY, $171.00 
,GM3030SHG,GHI M3030 STONE HARBOR GRAY, $197.00 
,GM3630SHG,GHI M3630 STONE HARBOR GRAY, $265.00 
,GTRV3030SHG,GHI TRV3030 STONE HARBOR GRAY, $265.00 
,GTRV3630SHG,GHI TRV3630 STONE HARBOR GRAY, $286.00 
,GTRV4830SHG,GHI TRV4830 STONE HARBOR GRAY, $419.00 
,GLB244SHG,GHI LB244 STONE HARBOR GRAY, $68.00 
,GLB305SHG,GHI LB305 STONE HARBOR GRAY, $83.00 
,GLB366SHG,GHI LB366 STONE HARBOR GRAY, $102.00 
,GLB488SHG,GHI LB488 STONE HARBOR GRAY, $133.00 
,,,
DeptN,Code,Desc,List Price
,GW0930NTL,GHI W0930  NANTUCKET LINEN, $146.00 
,GW1230NTL,GHI W1230 NANTUCKET LINEN, $171.00 
,GW1530NTL,GHI W1530 NANTUCKET LINEN, $184.00 
,GW1830NTL,GHI W1830 NANTUCKET LINEN, $215.00 
,GW2130NTL,GHI W2130 NANTUCKET LINEN, $227.00 
,GW2430NTL,GHI W2430 NANTUCKET LINEN, $260.00 
,GW2730NTL,GHI W2730 NANTUCKET LINEN, $285.00 
,GW3030NTL,GHI W3030 NANTUCKET LINEN, $288.00 
,GW3330NTL,GHI W3330 NANTUCKET LINEN, $308.00 
,GW3630NTL,GHI W3630 NANTUCKET LINEN, $328.00 
,GW4230NTL,GHI W4230  NANTUCKET LINEN, $337.00 
,GWAC2430NTL,GHI WAC2430 NANTUCKET LINEN, $345.00 
,GWBC2730NTL,GHI WBC2730 NANTUCKET LINEN, $287.00 
,GWDC2430NTL,GHI WDC2430 NANTUCKET LINEN, $321.00 
,GW3012NTL,GHI W3012 NANTUCKET LINEN, $155.00 
,GW3612NTL,GHI W3612 NANTUCKET LINEN, $171.00 
,GW2415NTL,GHI W2415 NANTUCKET LINEN, $171.00 
,GW3015NTL,GHI W3015 NANTUCKET LINEN, $185.00 
,GW3315NTL,GHI W3315 NANTUCKET LINEN, $200.00 
,GW3615NTL,GHI W3615 NANTUCKET LINEN, $201.00 
,GW3018NTL,GHI W3018 NANTUCKET LINEN, $192.00 
,GW3618NTL,GHI W3618 NANTUCKET LINEN, $230.00 
,GW3024NTL,GHI W3024 NANTUCKET LINEN, $296.00 
,GW3624NTL,GHI W3624 NANTUCKET LINEN, $339.00 
,GW301224NTL,GHI W301224 NANTUCKET LINEN, $207.00 
,GW331224NTL,GHI W331224 NANTUCKET LINEN, $228.00 
,GW361224NTL,GHI W361224 NANTUCKET LINEN, $250.00 
,GW331524NTL,GHI W331524 NANTUCKET LINEN, $232.00 
,GW361524NTL,GHI W361524 NANTUCKET LINEN, $243.00 
,GW361824NTL,GHI W361824 NANTUCKET LINEN, $294.00 
,GW332424NTL,GHI W332424 NANTUCKET LINEN, $304.00 
,GW362424NTL,GHI W362424 NANTUCKET LINEN, $332.00 
,GW0936NTL,GHI W0936 NANTUCKET LINEN, $167.00 
,GW1236NTL,GHI W1236 NANTUCKET LINEN, $196.00 
,GW1536NTL,GHI W1536 NANTUCKET LINEN, $212.00 
,GW1836NTL,GHI W1836 NANTUCKET LINEN, $247.00 
,GW2136NTL,GHI W2136 NANTUCKET LINEN, $261.00 
,GW2436NTL,GHI W2436 NANTUCKET LINEN, $299.00 
,GW2736NTL,GHI W2736 NANTUCKET LINEN, $328.00 
,GW3036NTL,GHI W3036 NANTUCKET LINEN, $331.00 
,GW3336NTL,GHI W3336 NANTUCKET LINEN, $354.00 
,GW3636NTL,GHI W3636 NANTUCKET LINEN, $377.00 
,GWAC2436NTL,GHI WAC2436 NANTUCKET LINEN, $396.00 
,GWDC2436NTL,GHI WDC2436 NANTUCKET LINEN, $364.00 
,GW0942NTL,GHI W0942 NANTUCKET LINEN, $189.00 
,GW1242NTL,GHI W1242 NANTUCKET LINEN, $222.00 
,GW1542NTL,GHI W1542 NANTUCKET LINEN, $239.00 
,GW1842NTL,GHI W1842 NANTUCKET LINEN, $279.00 
,GW2142NTL,GHI W2142 NANTUCKET LINEN, $295.00 
,GW2442NTL,GHI W2442 NANTUCKET LINEN, $338.00 
,GW2742NTL,GHI W2742 NANTUCKET LINEN, $371.00 
,GW3042NTL,GHI W3042 NANTUCKET LINEN, $374.00 
,GW3342NTL,GHI W3342 NANTUCKET LINEN, $400.00 
,GW3642NTL,GHI W3642 NANTUCKET LINEN, $427.00 
,GW4242NTL,GHI W4242 NANTUCKET LINEN, $438.00 
,GWAC2442NTL,GHI WAC2442 NANTUCKET LINEN, $448.00 
,GWDC2442NTL,GHIW WDC2442 NANTUCKET LINEN, $418.00 
,GWDC2742NTL,GHI WDC2742 NANTUCKET LINEN, $470.00 
,GB09NTL,GHI B09 NANTUCKET LINEN (FH), $213.00 
,GB12NTL,GHI B12 NANTUCKET LINEN, $238.00 
,GB15NTL,GHI B15 NANTUCKET LINEN, $242.00 
,GB18NTL,GHI B18 NANTUCKET LINEN, $265.00 
,GB18FHNTL,GHI B18FH NANTUCKET LINEN, $224.00 
,GB21NTL,GHI B21 NANTUCKET LINEN, $297.00 
,GB24NTL,GHI B24 NANTUCKET LINEN, $333.00 
,GB27NTL,GHI B27 NANTUCKET LINEN, $373.00 
,GB30NTL,GHI B30 NANTUCKET LINEN, $397.00 
,GB33NTL,GHI B33 NANTUCKET LINEN, $417.00 
,GB36NTL,GHI B36 NANTUCKET LINEN, $437.00 
,GB42NTL,GHI B42 NANTUCKET LINEN, $499.00 
,GBBC42-45NTL,GHI BBC42-45 NANTUCKET LINEN, $410.00 
,GDB15NTL,GHI DB15 NANTUCKET LINEN, $400.00 
,GDB18NTL,GHI DB18 NANTUCKET LINEN, $408.00 
,GDB21NTL,GHI DB21 NANTUCKET LINEN, $421.00 
,GDB24NTL,GHI DB24 NANTUCKET LINEN, $429.00 
,GDB24-2NTL,GHI DB24-2 NANTUCKET LIN-2 drawer, $394.00 
,GDB30NTL,GHI DB30 NANTUCKET LINEN, $439.00 
,GDB30-2NTL,GHI DB30-2 NANTUCKET LIN-2 drawer, $405.00 
,GDCB3612NTL,GHI DCB3612 NANTUCKET LINEN, $699.00 
,GBC24NTL,GHI BC24 NANTUCKET LINEN, $755.00 
,GSB30NTL,GHI SB30 NANTUCKET LINEN, $360.00 
,GSB33NTL,GHI SB33 NANTUCKET LINEN, $371.00 
,GSB36NTL,GHI SB36 NANTUCKET LINEN, $383.00 
,GFSB36NTL,GHI FSB36 NANTUCKET LIN (FARMHOUSE) SINK, $372.00 
,GSB42NTL,GHI SB42 NANTUCKET LINEN, $420.00 
,GSB60NTL,GHI SB60 NANTUCKET LINEN, $537.00 
,GWP1884NTL,GHI WP1884 NANTUCKET LINEN, $740.00 
,GWP2484NTL,GHI WP2484 NANTUCKET LINEN, $992.00 
,GWP1890NTL,GHI WP1890 NANTUCKET LINEN, $794.00 
,GWP2490NTL,GHI WP2490 NANTUCKET LINEN," $1,064.00 "
,GWP1896NTL,GHI WP1896 NANTUCKET LINEN, $821.00 
,GWP2496NTL,GHI WP2496 NANTUCKET LINEN," $1,101.00 "
,GOU332484NTL,GHI OU332484 NANTUCKET LINEN," $1,438.00 "
,GOU332490NTL,GHI OU332490 NANTUCKET LINEN," $1,513.00 "
,GTK8LW,GHI TK8  LINEN WHITE (ACL/NTL), $22.00 
,GCM8DM8NTL,GHI CM8+ DM8 NANTUCKET LINEN, $144.00 
,GFBM8LW,GHI FBM8 LINEN WHITE (ACL/NTL), $68.00 
,GLRM7NTL,GHI LRM7 NANTUCKET LINEN, $50.00 
,GOSC7LW,GHI OSC7  LINEN WHITE (ACL/NTL), $39.00 
,GSCM7LW,GHI SCM7  LINEN WHITE (ACL/NTL), $23.00 
,GVAR48LW,GHI VAR48  LINEN WHITE (ACL/NTL), $12.00 
,GF330LW,GHI F330  LINEN WHITE (ACL/NTL), $6.00 
,GF396LW,GHI F396  LINEN WHITE (ACL/NTL), $17.00 
,GF642LW,GHI F642  LINEN WHITE (ACL/NTL), $14.00 
,GBF3LW,GHI BF3 LINEN WHITE (ACL/NTL), $10.00 
,GBEP3LLW,GHI BEP3L LINEN WHITE (ACL/NTL), $65.00 
,GEP24X35LW,GHI END PA 24X35X3/16  LIN WH (ACL/NTL), $27.00 
,GWEP12X42LW,GHI WALL END PA 12X42 LIN WH (ACL/NTL), $19.00 
,G3X4PANLW,"GHI 3X4X1/4"" LINEN WHITE (ACL/NTL)", $58.00 
,GRP84LW,GHI RP84 LINEN WHITE (ACL/NTL), $109.00 
,GRP90LW,GHI RP90 LINEN WHITE (ACL/NTL), $115.00 
,GRP96LW,GHI RP96  LINEN WHITE (ACL/NTL), $122.00 
,GMC3018NTL,GHI MC3018 NANTUCKET LINEN, $146.00 
,GPR3015NTL,GHI PR3015 PLATE RACK NANTUCKE, $203.00 
,GWR3015NTL,GHI WR3015 NANTUCKET LINEN, $202.00 
,GSGH30NTL,GHI SGHI30 NANTUCKET LINEN, $139.00 
,G1530MDNTL,GHI 1530 MULL DR NANTUCKET LIN, $90.00 
,G1830MDNTL,GHI 1830 MULL DR NANTUCKET LIN, $117.00 
,G3030MDNTL,GHI 3030 MULL DR NANTUCKET LIN, $188.00 
,G3630MDNTL,GHI 3630 MULL DR NANTUCKET LIN, $225.00 
,GDC2430MDNTL,GHI DC2430 MULL DR NANTUCKET  , $103.00 
,G1536MDNTL,GHI 1536 MULL DR NANTUCKET LIN, $103.00 
,G1836MDNTL,GHI 1836 MULL DR NANTUCKET LIN, $134.00 
,G3036MDNTL,GHI 3036 MULL DR NANTUCKET LIN, $218.00 
,G3636MDNTL,GHI 3636 MULL DR NANTUCKET LIN, $261.00 
,GDC2436MDNTL,GHI DC2436 MULL DR NANTUCKET L, $126.00 
,G1542MDNTL,GHI 1542 MULL DR NANTUCKET LIN, $117.00 
,G1842MDNTL,GHI 1842 MULL DR NANTUCKET LIN, $151.00 
,G3042MDNTL,GHI 3042 MULL DR NANTUCKET LIN, $248.00 
,G3642MDNTL,GHI 3642 MULL DR NANTUCKET LIN, $297.00 
,GDC2442MDNTL,GHI DC2442 MULL DR NANTUCKET L, $134.00 
,GDC2742MDNTL,GHI DC2742 MULL DR NANTUCKET L, $144.00 
,GCSF36NTL,GHI CSF36 NANTUCKET LINEN, $128.00 
,G30DDNTL,"GHI 30"" DECO DR NANTUCKET LINE", $72.00 
,G36DDNTL,"GHI 36"" DECO DR NANTUCKET LINE", $88.00 
,G42DDNTL,"GHI 42"" DECO DR NANTUCKET LINE", $103.00 
,GBDDNTL,GHI BASE DECO DR NANTUCKET LIN, $160.00 
,,, $-   
,GV2418NTL,GHI V2418 NANTUCKET LINEN, $332.00 
,GV2421NTL,GHI V2421 NANTUCKET LINEN, $343.00 
,GVDB1221NTL,GHI VDB1221 NANTUCKET LINEN, $375.00 
,GV3021DNTL,GHI V3021D NANTUCKET LINEN, $473.00 
,GV3621DNTL,GHI V3621D NANTUCKET LINEN, $557.00 
,GV4821DNTL,GHI V4821D NANTUCKET LINEN, $707.00 
,GV6021DNTL,GHI V6021D NANTUCKET LINEN, $876.00 
,GL781821NTL,GHI L781821 NANTUCKET LINEN, $861.00 
,GBV2126NTL,GHI BV2126 NANTUCKET LINEN, $293.00 
,GM3030NTL,GHI M3030 NANTUCKET LINEN, $250.00 
,GM3630NTL,GHI M3630 NANTUCKET LINEN, $310.00 
,,,
DeptN,Code,Desc,List Price
,GW0930NCG,GHI W0930 NEW CASTLE GRAY , $171.00 
,GW1230NCG,GHI W1230 NEW CASTLE GRAY , $199.00 
,GW1530NCG,GHI W1530 NEW CASTLE GRAY, $215.00 
,GW1830NCG,GHI W1830 NEW CASTLE GRAY , $250.00 
,GW2130NCG,GHI W2130 NEW CASTLE GRAY , $264.00 
,GW2430NCG,GHI W2430 NEW CASTLE GRAY , $305.00 
,GW2730NCG,GHI W2730 NEW CASTLE GRAY , $334.00 
,GW3030NCG,GHI W3030 NEW CASTLE GRAY , $337.00 
,GW3330NCG,GHI W3330 NEW CASTLE GRAY , $360.00 
,GW3630NCG,GHI W3630 NEW CASTLE GRAY , $383.00 
,GWAC2430NCG,GHI WAC2430 NEW CASTLE GRAY , $400.00 
,GWBC2730NCG,GHI WBC2730 NEW CASTLE GRAY, $333.00 
,GWDC2430NCG,GHI WDC2430 NEW CASTLE GRAY , $373.00 
,GW3012NCG,GHI W3012 NEW CASTLE GRAY , $185.00 
,GW3612NCG,GHI W3612 NEW CASTLE GRAY , $203.00 
,GW2415NCG,GHI W2415 NEW CASTLE GRAY , $202.00 
,GW3015NCG,GHI W3015 NEW CASTLE GRAY , $219.00 
,GW3315NCG,GHI W3315 NEW CASTLE GRAY , $236.00 
,GW3615NCG,GHI W3615 NEW CASTLE GRAY , $237.00 
,GW3018NCG,GHI W3018 NEW CASTLE GRAY , $227.00 
,GW3618NCG,GHI W3618 NEW CASTLE GRAY , $271.00 
,GW3024NCG,GHI W3024 NEW CASTLE GRAY , $346.00 
,GW3624NCG,GHI W3624 NEW CASTLE GRAY , $396.00 
,GW331224NCG,GHI W331224 NEW CASTLE GRAY , $247.00 
,GW361224NCG,GHI W361224 NEW CASTLE GRAY , $271.00 
,GW331524NCG,GHI W331524 NEW CASTLE GRAY , $273.00 
,GW361524NCG,GHI W361524 NEW CASTLE GRAY , $285.00 
,GW361824NCG,GHI W361824 NEW CASTLE GRAY , $345.00 
,GW332424NCG,GHI W332424 NEW CASTLE GRAY , $356.00 
,GW362424NCG,GHI W362424 NEW CASTLE GRAY , $387.00 
,GW0936NCG,GHI W0936 NEW CASTLE GRAY , $196.00 
,GW1236NCG,GHI W1236 NEW CASTLE GRAY , $228.00 
,GW1536NCG,GHI W1536 NEW CASTLE GRAY , $246.00 
,GW1836NCG,GHI W1836 NEW CASTLE GRAY , $287.00 
,GW2136NCG,GHI W2136 NEW CASTLE GRAY , $303.00 
,GW2436NCG,GHI W2436 NEW CASTLE GRAY , $350.00 
,GW2736NCG,GHI W2736 NEW CASTLE GRAY , $383.00 
,GW3036NCG,GHI W3036 NEW CASTLE GRAY , $387.00 
,GW3336NCG,GHI W3336 NEW CASTLE GRAY , $413.00 
,GW3636NCG,GHI W3636 NEW CASTLE GRAY , $440.00 
